date,Total_cases,Total_deaths,percentage_death
10/14/2020,381676.0,6205.0,2.867783985102421
10/24/2020,457215.0,5903.0,2.854033135808441
11/14/2020,598190.0,9237.0,2.9251081265649894
11/24/2020,592356.0,12723.0,2.9155139391359866
12/14/2020,532969.0,9085.0,2.7205493924986794
12/24/2020,677861.0,11801.0,2.651337400281558
10/14/2021,443775.0,7873.0,3.5198221563542056
10/24/2021,317007.0,4484.0,3.5197623840001206
10/15/2020,407293.0,6089.0,2.8606811145510838
10/25/2020,360856.0,4259.0,2.863702271628806
11/15/2020,474573.0,6598.0,2.91086193226866
11/25/2020,637884.0,12144.0,2.881783761043332
12/15/2020,648762.0,13766.0,2.690505120638778
12/25/2020,478656.0,8693.0,2.6475155279503104
10/15/2021,460748.0,7194.0,3.518917488755339
10/16/2020,411789.0,6324.0,2.8522039757994815
10/26/2020,485799.0,5586.0,2.914609177405757
11/16/2020,532112.0,7892.0,2.8886141395976175
11/26/2020,586304.0,10977.0,2.847344902836953
12/16/2020,727568.0,13849.0,2.6640565154481233
12/26/2020,507065.0,7551.0,2.630563912674535
10/16/2021,332635.0,5145.0,3.519152441190028
10/17/2020,374329.0,5737.0,2.848335388409371
10/27/2020,470341.0,7482.0,2.91040288634997
11/17/2020,611068.0,11087.0,2.9066517607602016
11/27/2020,683889.0,11409.0,2.8309656166357833
12/17/2020,738264.0,13392.0,2.6462160795550314
12/27/2020,432403.0,7719.0,2.6688078305421734
10/17/2021,301327.0,4161.0,3.5189773963495705
10/18/2020,316571.0,3628.0,2.8353995335706395
10/28/2020,511938.0,7211.0,2.9086538461538463
11/18/2020,627366.0,11447.0,2.906135174256764
11/28/2020,588135.0,9290.0,2.7998371003868865
12/18/2020,717246.0,12909.0,2.623059682908608
12/28/2020,489094.0,9571.0,2.6924247033769397
10/18/2021,425922.0,6420.0,3.5189773963495705
10/19/2020,386557.0,4911.0,2.843485721289374
10/29/2020,550219.0,7172.0,2.898550724637681
11/19/2020,653841.0,11105.0,2.9294715896528856
11/29/2020,488744.0,7331.0,2.7998371003868865
12/19/2020,620282.0,10996.0,2.617068554028475
12/29/2020,665757.0,15133.0,2.6941838649155723
10/19/2021,441251.0,8506.0,3.518749291945168
